width,height,food_class_idx,food_weight,user_age,user_weight,user_height,user_gender,activity_level,bmr,tdee,kalori,protein,lemak
71,102,6,223.04069327660858,36,75,180,M,1.2,1752.5849999999998,2103.102,345.7130745787433,28.995290125959116,24.534476260426946
66,92,8,62.5392739380126,50,75,165,F,2.0,1435.788,2871.576,26.26649505396529,2.1263353138924286,0.625392739380126
472,106,9,234.1603367555622,50,60,155,F,1.5,1266.103,1899.1545,620.5248924022399,21.074430308000597,7.493130776177991
302,273,10,154.4626245459443,50,80,170,M,2.0,1692.1020000000003,3384.2040000000006,620.939750674696,38.61565613648607,50.97266610016162
107,473,7,208.0537764237907,50,75,175,F,1.2,1466.768,1760.1216,520.1344410594768,54.09398187018559,31.208066463568606
304,63,5,76.11731944295667,30,60,180,F,1.2,1430.1529999999998,1716.1835999999996,39.58100611033747,0.3805865972147834,0.15223463888591335
214,322,7,89.28714314288979,50,80,175,F,1.5,1513.0030000000002,2269.5045,223.2178578572245,23.214657217151345,13.393071471433467
390,142,8,167.4809008003504,25,70,170,F,2.0,1513.2930000000001,3026.5860000000002,70.34197833614716,5.694350627211914,1.674809008003504
75,483,0,219.8067904182572,36,70,165,M,2.0,1613.615,3227.23,285.74882754373436,5.495169760456431,0.6594203712547716
313,413,1,209.8770166408588,25,60,155,F,1.2,1374.353,1649.2236,501.6060697716526,56.66679449303188,29.382782329720236
403,241,5,219.0145426260856,30,75,155,F,2.0,1491.408,2982.816,113.88756216556452,1.095072713130428,0.4380290852521712
157,497,0,262.25835171470874,40,70,155,M,1.75,1542.9170000000001,2700.1047500000004,340.9358572291214,6.556458792867719,0.7867750551441263
190,58,10,64.99694416025937,36,70,155,F,2.0,1419.1930000000002,2838.3860000000004,261.2877155242427,16.249236040064844,21.448991572885596
212,212,11,157.19765537043358,36,60,165,M,1.5,1479.645,2219.4674999999997,216.93276441119832,7.073894491669511,3.1439531074086715
494,316,9,166.44744916434928,40,60,170,F,2.0,1355.8729999999998,2711.7459999999996,441.08574028552556,14.980270424791435,5.326318373259177
428,369,6,270.8492024937939,25,80,170,F,1.2,1605.763,1926.9155999999998,419.8162638653805,35.210396324193205,29.793412274317326
176,485,4,197.88876360676235,50,60,165,M,1.2,1400.1670000000001,1680.2004000000002,49.47219090169059,3.561997744921723,0.3957775272135247
334,285,4,292.60417049937485,40,90,175,F,1.75,1648.773,2885.35275,73.15104262484371,5.266875068988748,0.5852083409987497
361,331,2,207.29244935502584,36,90,180,M,1.2,1953.5400000000002,2344.248,159.6151860033699,4.145848987100517,0.20729244935502583
422,421,9,55.29906953471884,40,70,165,M,1.5,1590.9070000000002,2386.3605000000002,146.54253426700492,4.976916258124695,1.7695702251110028
173,271,1,75.61434903269245,50,90,165,M,1.5,1802.0770000000002,2703.1155000000003,180.71829418813496,20.415874238826962,10.586008864576943
370,205,1,272.92876854402755,40,90,180,M,1.75,1930.8320000000003,3378.9560000000006,652.2997568202259,73.69076750688744,38.21002759616386
464,140,8,92.44884305375234,25,90,155,M,2.0,1896.0120000000002,3792.0240000000003,38.828514082575985,3.1432606638275797,0.9244884305375234
413,465,2,127.74137247536898,36,90,155,M,1.2,1833.565,2200.278,98.3608568060341,2.5548274495073797,0.12774137247536899
220,101,9,93.85921939388425,36,80,165,M,1.75,1747.585,3058.2737500000003,248.72693139379325,8.447329745449581,3.003495020604296
450,336,8,128.36788604693146,40,60,175,M,1.75,1504.9270000000001,2633.6222500000003,53.91451213971121,4.36450812559567,1.2836788604693146
190,316,9,271.5573205440561,30,75,165,M,1.2,1714.662,2057.5944,719.6268994417486,24.440158848965048,8.689834257409796
331,86,6,223.180903450202,36,80,175,M,2.0,1795.575,3591.15,345.93040034781313,29.01351744852626,24.54989937952222
312,63,5,186.18052312971352,30,70,165,F,2.0,1476.1529999999998,2952.3059999999996,96.81387202745104,0.9309026156485676,0.37236104625942706
317,416,0,79.50503978246743,25,90,165,F,1.2,1682.743,2019.2915999999998,103.35655171720767,1.9876259945616859,0.2385151193474023
289,295,5,265.6123925777425,30,70,170,M,1.75,1671.672,2925.426,138.1184441404261,1.3280619628887127,0.5312247851554851
403,244,6,92.83145612146916,40,90,180,M,2.0,1930.8320000000003,3861.6640000000007,143.8887569882772,12.06808929579099,10.211460173361608
228,358,6,217.60070071057729,30,60,165,F,1.75,1383.683,2421.4452499999998,337.2810861013948,28.288091092375048,23.936077078163503
260,370,11,107.40797297067007,36,70,165,F,1.75,1450.1729999999998,2537.80275,148.2230026995247,4.833358783680153,2.1481594594134017
278,463,11,108.87743067704571,36,75,165,M,2.0,1680.6,3361.2,150.25085433432307,4.899484380467057,2.1775486135409143
175,358,6,160.28135012361355,36,75,175,M,1.2,1728.59,2074.308,248.436092691601,20.83657551606976,17.63094851359749
76,341,7,67.83216361607026,25,80,170,M,1.5,1834.0270000000003,2751.0405000000005,169.58040904017565,17.63636254017827,10.174824542410539
219,113,2,260.5848364641529,30,80,180,M,1.75,1853.632,3243.856,200.65032407739773,5.211696729283058,0.26058483646415287
489,101,4,249.69358135883317,40,90,180,F,2.0,1664.2630000000001,3328.5260000000003,62.42339533970829,4.494484464458997,0.49938716271766637
480,226,1,183.94261727841436,50,60,155,M,1.75,1352.1770000000001,2366.3097500000003,439.6228552954103,49.66450666517188,25.751966418978014
312,99,3,275.0031714762304,25,70,165,F,1.75,1497.8029999999999,2621.15525,566.5065332410347,60.500697724770696,33.00038057714765
330,499,8,260.81778323016533,25,60,155,F,2.0,1374.353,2748.706,109.54346895666943,8.867804629825622,2.6081778323016533
438,180,6,209.90118228125334,50,75,175,M,1.75,1649.112,2885.946,325.34683253594267,27.287153696562935,23.089130050937868
369,109,1,176.1666853794797,50,90,165,M,1.75,1802.0770000000002,3153.63475,421.0383780569565,47.565005052459526,24.66333595312716
269,324,6,102.98666099823845,30,80,170,F,1.75,1584.1129999999998,2772.19775,159.6293245472696,13.388265929770998,11.328532709806229
463,478,2,107.61665029656096,30,90,155,F,1.5,1630.113,2445.1695,82.86482072835194,2.152333005931219,0.10761665029656096
430,314,2,250.32529331417524,25,70,175,F,1.75,1528.783,2675.37025,192.75047585191493,5.006505866283505,0.25032529331417525
426,171,11,183.9052151947527,36,80,155,M,2.0,1699.595,3399.19,253.78919696875872,8.275734683763872,3.6781043038950543
118,294,8,119.17531571792566,30,80,155,M,1.2,1733.6570000000002,2080.3884000000003,50.053632601528776,4.051960734409473,1.1917531571792566
280,256,5,140.73047092677496,40,60,155,M,1.5,1408.9470000000001,2113.4205,73.17984488192297,0.7036523546338748,0.2814609418535499
393,204,10,264.3219699049465,25,60,170,F,2.0,1420.8229999999999,2841.6459999999997,1062.5743190178848,66.08049247623663,87.22625006863235
409,59,9,197.5295335442201,30,80,175,M,1.75,1829.6370000000002,3201.86475,523.4532638921833,17.777658018979807,6.320945073415043
73,83,11,187.52583066500628,30,90,175,M,1.5,1963.6070000000004,2945.410500000001,258.78564631770865,8.438662379925283,3.7505166133001255
153,205,6,151.66669537331717,30,80,170,F,1.5,1584.1129999999998,2376.1695,235.08337782864163,19.71667039853123,16.68333649106489
463,78,5,59.03914702301528,30,75,170,M,1.2,1738.6570000000002,2086.3884000000003,30.70035645196795,0.2951957351150764,0.11807829404603057
109,217,0,248.56592522853745,50,60,175,M,1.2,1448.1570000000002,1737.7884000000001,323.1357027970987,6.214148130713436,0.7456977756856124
143,487,0,116.23579248885505,50,80,180,M,2.0,1740.092,3480.184,151.10653023551157,2.9058948122213764,0.34870737746656516
359,223,4,179.01619039103116,36,90,180,F,1.2,1681.583,2017.8996,44.75404759775779,3.222291427038561,0.35803238078206234
160,375,11,120.21225087954109,50,90,170,M,2.0,1826.0720000000001,3652.1440000000002,165.89290621376668,5.4095512895793485,2.4042450175908217
95,451,5,117.86002308911237,50,80,155,M,1.5,1620.1170000000002,2430.1755000000003,61.287212006338436,0.5893001154455619,0.23572004617822476
64,364,7,76.25320445540605,36,80,170,F,2.0,1558.1329999999998,3116.2659999999996,190.63301113851512,19.825833158405572,11.437980668310907
209,362,4,118.02792701278482,30,70,155,F,2.0,1445.173,2890.346,29.506981753196204,2.124502686230127,0.23605585402556964
193,459,7,240.74195739891863,25,80,175,F,1.5,1621.2530000000002,2431.8795,601.8548934972965,62.592908923718845,36.111293609837794
294,107,5,293.6889780279687,25,80,165,F,1.2,1590.2730000000001,1908.3276,152.7182685745437,1.4684448901398435,0.5873779560559373
51,301,5,254.3996908483928,25,90,165,F,1.75,1682.743,2944.80025,132.28783924116425,1.271998454241964,0.5087993816967856
202,63,1,138.077848145703,30,70,165,M,1.2,1647.6770000000001,1977.2124000000001,330.0060570682302,37.281018999339814,19.33089874039842
307,449,3,236.9236934490998,50,80,170,F,1.2,1497.513,1797.0156,488.0628085051456,52.12321255880196,28.430843213891976
465,247,0,260.1572309370331,40,90,155,M,1.75,1810.8570000000002,3168.9997500000004,338.204400218143,6.503930773425828,0.7804716928110993
488,127,9,134.2668113104205,30,70,165,M,2.0,1647.6770000000001,3295.3540000000003,355.8070499726143,12.084013017937846,4.296537961933456
442,96,6,165.98994481057534,40,70,165,M,1.5,1590.9070000000002,2386.3605000000002,257.2844144563918,21.578692825374794,18.25889392916329
65,402,5,266.07555686795956,40,90,180,F,1.2,1664.2630000000001,1997.1156,138.359289571339,1.330377784339798,0.5321511137359192
239,99,9,146.17301547670263,36,70,155,F,1.5,1419.1930000000002,2128.7895000000003,387.358491013262,13.155571392903235,4.6775364952544844
497,480,6,253.14521669865647,40,80,175,F,1.5,1556.303,2334.4545000000003,392.3750858829175,32.90887817082534,27.845973836852213
233,374,4,174.0160253129588,30,60,180,M,2.0,1585.692,3171.384,43.5040063282397,3.1322884556332586,0.3480320506259176
254,362,8,182.36956281307044,36,70,155,F,1.2,1419.1930000000002,1703.0316000000003,76.59521638148958,6.200565135644395,1.8236956281307044
302,203,7,211.31253795927435,30,60,165,F,2.0,1383.683,2767.366,528.2813448981859,54.94125986941133,31.696880693891153
208,148,7,282.84253994240123,40,90,155,M,1.2,1810.8570000000002,2173.0284,707.1063498560031,73.53906038502433,42.42638099136018
104,83,10,88.8548620276796,36,70,170,M,1.5,1637.61,2456.415,357.19654535127194,22.2137155069199,29.32210446913427
293,150,7,65.93410836792982,25,80,180,M,1.5,1882.017,2823.0255,164.83527091982455,17.142868175661754,9.890116255189474
419,216,9,72.5347384128039,50,60,165,M,2.0,1400.1670000000001,2800.3340000000003,192.21705679393034,6.528126457152351,2.321111629209725
230,320,7,126.28216640118504,30,60,170,F,1.2,1399.1729999999998,1679.0075999999997,315.7054160029626,32.83336326430811,18.942324960177753
155,260,7,53.18312256250117,40,90,170,M,1.5,1882.842,2824.263,132.95780640625293,13.827611866250304,7.977468384375175
369,50,0,209.01421622099872,50,70,155,F,1.2,1358.573,1630.2876,271.71848108729836,5.225355405524969,0.6270426486629962
433,150,3,66.60390990968888,36,70,170,F,1.2,1465.663,1758.7956,137.20405441395908,14.652860180131555,7.992469189162666
99,110,8,122.80903621350483,25,60,180,F,1.2,1451.8029999999999,1742.1635999999999,51.57979520967203,4.175507231259164,1.2280903621350483
474,312,8,128.4224288986532,40,80,175,M,1.5,1772.8670000000002,2659.3005000000003,53.937420137434344,4.36636258255421,1.284224288986532
197,476,1,97.6723961638145,36,80,175,M,2.0,1795.575,3591.15,233.43702683151665,26.371546964229918,13.67413546293403
178,469,7,84.02406431470556,30,60,180,M,2.0,1585.692,3171.384,210.0601607867639,21.846256721823444,12.603609647205833
438,60,8,62.735121588913515,25,70,180,M,1.5,1748.0470000000003,2622.0705000000003,26.348751067343674,2.13299413402306,0.6273512158891351
220,264,7,61.78867148721688,40,70,180,F,1.5,1479.323,2218.9845,154.4716787180422,16.06505458667639,9.268300723082532
258,232,4,182.49705291476175,36,80,165,F,2.0,1542.643,3085.286,45.62426322869044,3.284946952465712,0.3649941058295235
191,478,11,237.83063158889956,25,60,175,F,1.2,1436.313,1723.5756000000001,328.2062715926814,10.70237842150048,4.756612631777991
273,461,1,209.68957355029187,50,75,180,F,1.75,1482.2579999999998,2593.9514999999997,501.15808078519757,56.616184858578805,29.356540297040866
451,308,4,61.36703001981479,50,60,180,M,1.5,1472.152,2208.228,15.341757504953698,1.1046065403566663,0.12273406003962958
343,442,6,192.8231739965334,40,80,170,M,1.2,1748.8720000000003,2098.6464,298.87591969462676,25.06701261954934,21.210549139618674
154,362,3,264.8892849074686,36,75,155,M,1.75,1632.61,2857.0674999999997,545.6719269093853,58.27564267964309,31.78671418889623
281,440,5,108.09957895131288,36,90,175,F,1.5,1666.0929999999998,2499.1394999999998,56.211781054682696,0.5404978947565644,0.21619915790262575
171,337,11,221.8358068293239,30,75,170,M,1.5,1738.6570000000002,2607.9855000000002,306.13341342446694,9.982611307319575,4.436716136586478
406,377,6,296.142351870435,25,70,175,F,1.2,1528.783,1834.5395999999998,459.02064539917427,38.49850574315655,32.57565870574785
364,218,5,253.75064329587704,36,60,175,F,1.5,1388.683,2083.0245,131.95033451385606,1.2687532164793853,0.5075012865917541
418,210,10,193.75851043428236,50,90,180,M,1.75,1874.0620000000004,3279.6085000000007,778.909211945815,48.43962760857059,63.94030844331318
451,413,6,279.79545922451535,50,75,175,F,1.75,1466.768,2566.844,433.6829617979988,36.373409699187,30.77750051469669
107,462,3,69.67679941546788,40,60,165,F,1.2,1340.383,1608.4596,143.53420679586384,15.328895871402935,8.361215929856145
184,483,4,110.50358278676796,50,60,170,F,1.2,1312.5729999999999,1575.0875999999998,27.62589569669199,1.9890644901618235,0.22100716557353595
119,490,4,297.1200498977156,36,70,165,F,1.5,1450.1729999999998,2175.2594999999997,74.2800124744289,5.3481608981588815,0.5942400997954312
222,194,2,218.96626489471535,40,75,180,F,1.5,1525.5579999999998,2288.3369999999995,168.60402396893082,4.379325297894307,0.21896626489471535
484,252,7,101.52439950764578,50,80,155,F,2.0,1451.0430000000001,2902.0860000000002,253.81099876911446,26.396343871987906,15.228659926146866
329,350,8,234.00843533929523,25,75,170,F,1.2,1559.5279999999998,1871.4335999999996,98.28354284250399,7.956286801536039,2.3400843533929523
64,449,2,170.00574318815902,40,70,180,M,1.75,1662.8920000000003,2910.0610000000006,130.90442225488243,3.4001148637631804,0.17000574318815903
341,358,3,237.90827690931226,36,90,180,M,1.5,1953.5400000000002,2930.3100000000004,490.0910504331833,52.3398209200487,28.54899322911747
122,270,6,271.7858150770322,30,75,155,M,1.2,1666.672,2000.0064,421.26801336939997,35.33215596001419,29.896439658473543
94,284,10,178.71926866940157,25,70,165,F,1.75,1497.8029999999999,2621.15525,718.4514600509942,44.67981716735039,58.977358660902524
273,357,4,90.2466871354028,40,90,170,F,1.75,1633.2830000000001,2858.2452500000004,22.5616717838507,1.6244403684372506,0.18049337427080558
149,286,3,296.2515035460756,36,60,180,M,2.0,1551.6299999999999,3103.2599999999998,610.2780973049157,65.17533078013663,35.55018042552907
291,80,11,250.30843164960015,36,70,180,M,1.5,1685.6000000000001,2528.4,345.42563567644817,11.263879424232007,5.006168632992003
482,393,4,87.04842363166219,36,80,165,F,1.2,1542.643,1851.1716,21.762105907915547,1.5668716253699195,0.1740968472633244
380,144,6,230.82257180827486,50,90,180,M,1.2,1874.0620000000004,2248.8744,357.77498630282605,30.006934335075734,25.390482898910236
399,186,7,289.66273510247277,25,70,165,M,1.75,1676.0620000000001,2933.1085000000003,724.1568377561819,75.31231112664292,43.449410265370915
224,246,7,141.67315216230918,30,75,170,F,1.5,1537.8779999999997,2306.8169999999996,354.18288040577295,36.83501956220039,21.250972824346377
497,487,10,216.59673546114806,50,80,165,M,2.0,1668.1070000000002,3336.2140000000004,870.7188765538151,54.149183865287014,71.47692270217887
59,450,7,235.2448065574978,40,90,170,F,1.2,1633.2830000000001,1959.9396000000002,588.1120163937445,61.163649704949435,35.28672098362467
154,339,2,84.84082161135802,30,90,170,M,2.0,1939.612,3879.224,65.32743264074568,1.6968164322271606,0.08484082161135803
498,199,7,268.54945279200433,36,70,155,F,1.2,1419.1930000000002,1703.0316000000003,671.3736319800108,69.82285772592112,40.28241791880065
260,341,6,203.23400806640495,30,80,180,F,1.75,1615.0929999999998,2826.4127499999995,315.0127125029277,26.420421048632644,22.355740887304545
166,275,4,265.42073973273943,30,80,165,M,1.75,1781.6470000000002,3117.88225,66.35518493318486,4.7775733151893105,0.5308414794654789
82,452,1,296.80999602761716,36,80,170,M,1.75,1771.5800000000002,3100.2650000000003,709.375890506005,80.13869892745664,41.553399443866404
433,269,3,179.30467849515088,40,60,155,M,2.0,1408.9470000000001,2817.8940000000002,369.36763770001085,39.44702926893319,21.516561419418103
244,402,5,129.2152704543917,25,80,175,M,1.75,1858.0220000000002,3251.5385,67.19194063628369,0.6460763522719586,0.2584305409087834
109,387,5,218.14127427804937,36,80,155,F,2.0,1511.663,3023.326,113.43346262458567,1.090706371390247,0.4362825485560987
218,269,1,292.66182335211204,50,80,175,F,1.75,1513.0030000000002,2647.75525,699.4617578115478,79.01869230507026,40.972655269295686
66,134,6,255.5662836782563,50,90,165,F,1.75,1574.493,2755.36275,396.1277397012973,33.22361687817332,28.112291204608194
372,257,4,138.38440899992594,40,60,155,M,1.5,1408.9470000000001,2113.4205,34.596102249981485,2.4909193619986674,0.27676881799985187
261,256,5,182.39377006324963,30,70,165,F,1.5,1476.1529999999998,2214.2294999999995,94.84476043288981,0.9119688503162482,0.3647875401264993
247,344,6,118.71682577852201,30,90,155,M,1.5,1867.6270000000002,2801.4405,184.01107995670912,15.433187351207861,13.05885083563742
467,62,5,289.60371004386406,25,90,175,F,1.75,1713.723,2999.01525,150.59392922280932,1.4480185502193204,0.5792074200877281
260,247,2,267.5161379820845,25,70,180,F,2.0,1544.2730000000001,3088.5460000000003,205.98742624620508,5.35032275964169,0.2675161379820845
206,362,11,244.96118274645963,40,80,180,M,1.75,1796.862,3144.5085,338.0464321901143,11.023253223590682,4.899223654929193
192,90,5,226.70730248662954,36,80,180,F,1.2,1589.1129999999998,1906.9355999999998,117.88779729304737,1.1335365124331478,0.4534146049732591
184,141,10,216.54798899082584,25,80,155,M,2.0,1762.0420000000001,3524.0840000000003,870.5229157431198,54.13699724770646,71.46083636697253
407,294,5,110.24226413606601,36,80,175,F,1.2,1573.623,1888.3476,57.32597735075433,0.5512113206803301,0.22048452827213202
151,56,3,276.3780353531542,40,70,180,M,1.75,1662.8920000000003,2910.0610000000006,569.3387528274976,60.80316777769392,33.1653642423785
216,105,5,165.823129845195,36,60,155,M,1.2,1431.655,1717.9859999999999,86.22802751950141,0.829115649225975,0.33164625969039
264,252,10,64.19787143362727,40,90,175,M,1.2,1906.8370000000004,2288.2044000000005,258.0754431631816,16.049467858406818,21.185297573097
443,60,1,121.80489213147872,25,70,170,F,1.75,1513.2930000000001,2648.2627500000003,291.11369219423415,32.887320875499256,17.052684898407023
333,89,6,272.7482981456992,25,75,155,F,1.2,1513.058,1815.6696,422.75986212583376,35.4572787589409,30.002312796026914
245,160,10,171.68679495775456,25,80,165,M,1.75,1810.0320000000002,3167.5560000000005,690.1809157301733,42.92169873943864,56.65664233605901
129,353,10,202.10906149305237,25,80,170,F,1.5,1605.763,2408.6445,812.4784272020704,50.52726537326309,66.69599029270728
150,220,6,118.36304693299994,40,80,170,F,2.0,1540.8129999999999,3081.6259999999997,183.4627227461499,15.387196101289993,13.019935162629993
407,472,1,73.83413462903691,30,90,155,M,1.75,1867.6270000000002,3268.3472500000003,176.46358176339822,19.935216349839965,10.336778848065169
336,115,6,155.55125981919076,25,90,165,F,2.0,1682.743,3365.486,241.1044527197457,20.2216637764948,17.110638580110983
346,428,10,155.97158153199862,36,90,175,F,1.2,1666.0929999999998,1999.3115999999998,627.0057577586344,38.992895382999656,51.47062190555955
437,109,9,88.85909623440676,50,90,180,F,1.5,1620.9630000000002,2431.4445000000005,235.4766050211779,7.9973186610966085,2.8434910795010166
378,172,7,298.22984415467147,25,75,175,M,1.2,1791.037,2149.2444,745.5746103866786,77.53975948021458,44.73447662320072
109,64,2,130.6383654819871,50,75,175,F,1.75,1466.768,2566.844,100.59154142113007,2.612767309639742,0.13063836548198712
462,384,8,70.16094087180309,36,70,170,F,1.2,1465.663,1758.7956,29.4675951661573,2.3854719896413052,0.7016094087180309
144,367,8,181.66634381865057,40,60,155,M,1.5,1408.9470000000001,2113.4205,76.29986440383324,6.17665568983412,1.8166634381865059
345,382,7,276.4561796855719,30,75,170,M,2.0,1738.6570000000002,3477.3140000000003,691.1404492139297,71.87860671824869,41.468426952835785
106,112,7,140.01481999741083,40,75,180,M,1.5,1729.877,2594.8154999999997,350.03704999352703,36.40385319932682,21.00222299961162
373,466,7,111.60313077156019,30,80,175,M,1.75,1829.6370000000002,3201.86475,279.0078269289005,29.01681400060565,16.74046961573403
