width,height,food_class_idx,food_weight,user_age,user_weight,activity_level,kalori,protein,lemak
158,164,7,87.44507485395087,40,90,2.0,218.61268713487718,22.735719462027227,13.11676122809263
412,352,3,109.23345239982879,36,90,1.5,225.02091194364732,24.031359527962334,13.108014287979454
452,472,9,281.99659955590414,50,60,1.2,747.290988823146,25.37969396003137,9.023891185788933
156,195,11,172.4944105066853,40,70,1.5,238.04228649922572,7.762248472800839,3.4498882101337065
133,483,4,297.8565122839851,40,75,1.5,74.46412807099628,5.361417221111733,0.5957130245679703
92,112,2,64.67198681973414,40,60,1.5,49.79742985119529,1.293439736394683,0.06467198681973414
83,111,6,259.42149138148307,36,75,1.75,402.1033116412988,33.7247938795928,28.536364051963137
127,146,6,77.90714016415716,50,80,2.0,120.7560672544436,10.127928221340431,8.569785418057288
375,106,10,138.74633455627355,36,60,1.5,557.7602649162196,34.68658363906839,45.78629040357028
477,169,8,124.90796132036412,50,70,1.2,52.46134375455293,4.2468706848923805,1.2490796132036412
288,183,5,216.88359243369771,30,60,1.2,112.77946806552282,1.0844179621684886,0.43376718486739546
242,260,4,57.6879088139972,50,60,1.75,14.4219772034993,1.0383823586519496,0.1153758176279944
170,275,8,257.80105707861213,36,75,1.2,108.2764439730171,8.765235940672813,2.5780105707861214
357,481,5,54.66837092009067,25,70,1.75,28.427552878447152,0.27334185460045335,0.10933674184018134
141,258,10,231.91309293744285,50,90,2.0,932.2906336085201,57.978273234360714,76.53132066935615
180,332,10,62.327359172271514,36,75,1.5,250.55598387253147,15.581839793067878,20.568028526849602
481,160,8,196.5062328225068,40,75,1.2,82.53261778545286,6.681211915965232,1.965062328225068
271,122,8,278.43776070832496,25,60,1.2,116.94385949749648,9.46688386408305,2.7843776070832496
462,262,5,113.00598875397844,25,60,1.75,58.763114152068795,0.5650299437698922,0.2260119775079569
374,88,9,217.62687075645633,25,90,1.2,576.7112075046092,19.58641836808107,6.964059864206603
467,355,10,181.3808089447475,30,80,1.2,729.1508519578849,45.34520223618688,59.85566695176668
222,210,3,262.298823307175,40,75,1.2,540.3355760127805,57.7057411275785,31.475858796860997
108,441,10,295.51339372923354,40,70,1.5,1187.9638427915188,73.87834843230839,97.51941993064708
421,445,1,145.25046435497674,50,75,1.75,347.14860980839444,39.217625375843724,20.335065009696745
60,238,4,60.556671481364326,50,60,1.5,15.139167870341081,1.090020086664558,0.12111334296272866
438,333,0,113.79810144494078,40,80,1.2,147.93753187842302,2.84495253612352,0.3413943043348224
65,274,6,241.7787622386166,25,75,1.2,374.75708146985573,31.43123909102016,26.595663846247824
161,268,8,147.70959905617906,25,60,1.5,62.0380316035952,5.022126367910088,1.4770959905617906
253,237,2,186.52383254074476,40,80,2.0,143.62335105637348,3.730476650814895,0.18652383254074476
88,173,6,281.33510346330314,30,80,1.75,436.06941036811986,36.57356345022941,30.946861380963345
366,202,1,258.72650275196276,40,90,2.0,618.356341577191,69.85615574302994,36.22171038527479
175,269,4,84.57628694675955,50,80,2.0,21.144071736689888,1.522373165041672,0.16915257389351912
300,394,10,92.20602102153822,30,80,1.2,370.6682045065836,23.051505255384555,30.427986937107615
458,149,7,65.26421568271438,25,75,1.75,163.16053920678596,16.96869607750574,9.789632352407157
256,216,6,234.487188477613,25,75,1.75,363.45514214030015,30.48333450208969,25.793590732537428
351,320,6,157.8630814650668,25,70,1.5,244.68777627085356,20.522200590458688,17.36493896115735
397,181,9,240.6856457249928,40,75,1.2,637.8169611712309,21.66170811524935,7.70194066319977
98,424,10,96.97887006874083,25,60,1.2,389.8550576763381,24.244717517185208,32.00302712268448
157,426,2,242.30659571482474,36,60,1.5,186.57607870041505,4.846131914296495,0.24230659571482474
314,325,0,268.802144408293,36,70,1.2,349.4427877307809,6.720053610207325,0.8064064332248789
354,444,6,221.29960936963116,36,70,2.0,343.0143945229283,28.76894921805205,24.342957030659427
81,474,9,239.21071418414374,36,70,2.0,633.9083925879809,21.528964276572935,7.6547428538926
198,347,8,285.775329124388,30,75,1.75,120.02563823224295,9.716361190229193,2.8577532912438803
292,120,3,84.78721442689533,40,80,1.5,174.66166171940438,18.653187173916972,10.17446573122744
175,80,9,100.4478229413235,30,60,1.5,266.18673079450724,9.040304064719114,3.214330334122352
467,82,1,146.54626013723362,36,90,1.5,350.2455617279884,39.56749023705308,20.516476419212708
438,217,10,57.12295469665031,25,90,1.75,229.63427788053423,14.280738674162578,18.850575049894605
237,254,3,151.77873090089548,50,80,1.75,312.6641856558447,33.39132079819701,18.213447708107456
106,344,1,138.59076813368333,30,75,1.5,331.2319358395032,37.4195073960945,19.402707538715667
185,217,11,186.62994225661677,36,80,1.5,257.54932031413114,8.398347401547754,3.7325988451323355
487,138,11,105.13344331141037,36,60,1.5,145.0841517697463,4.7310049490134665,2.1026688662282074
287,273,4,126.94501659366689,25,70,2.0,31.736254148416723,2.285010298686004,0.2538900331873338
474,486,0,58.60346788348909,50,80,1.75,76.18450824853582,1.4650866970872274,0.17581040365046727
216,281,10,282.8256901488459,30,75,1.75,1136.9592743983605,70.70642253721148,93.33247774911916
80,262,8,189.9151980377835,50,75,2.0,79.76438317586907,6.45711673328464,1.8991519803778352
421,499,11,269.5137854127023,50,70,1.75,371.92902386952915,12.128120343571604,5.3902757082540464
464,135,3,112.49917246113284,50,90,1.2,231.74829526993366,24.749817941449226,13.49990069533594
106,351,1,288.4201126702425,36,90,1.2,689.3240692818796,77.87343042096548,40.37881577383395
340,495,9,188.43863353694118,36,60,1.75,499.3623788728941,16.959477018324705,6.030036273182118
69,55,3,77.375094804615,30,60,1.5,159.39269529750692,17.0225208570153,9.2850113765538
123,211,1,181.06218458047132,25,60,1.5,432.7386211473265,48.88678983672726,25.34870584126599
83,440,10,52.30632293755312,40,90,1.2,210.27141820896352,13.07658073438828,17.261086569392532
288,232,7,299.564500206819,50,90,2.0,748.9112505170475,77.88677005377293,44.93467503102285
332,346,1,299.41022207844117,50,75,1.75,715.5904307674745,80.84075996117912,41.917431090981765
201,490,3,96.78931577737211,36,80,1.5,199.38599050138654,21.293649471021865,11.614717893284652
262,441,0,78.33215264621,50,60,1.2,101.83179844007302,1.9583038161552502,0.23499645793863003
206,402,10,230.50286183949171,36,75,1.75,926.6215045947566,57.62571545987293,76.06594440703228
425,138,1,262.077876085295,25,75,1.2,626.366123843855,70.76102654302964,36.6909026519413
304,327,1,82.40270181941668,50,90,2.0,196.94245734840587,22.248729491242504,11.536378254718336
465,243,9,294.356303930478,25,90,2.0,780.0442054157668,26.49206735374302,9.419401725775296
98,111,8,260.9841039546923,25,75,1.5,109.61332366097075,8.873459534459538,2.609841039546923
471,85,2,187.95177938848425,36,70,1.5,144.72287012913287,3.7590355877696853,0.18795177938848426
156,245,11,72.89078185806093,50,90,1.5,100.58927896412408,3.280085183612742,1.4578156371612188
156,52,9,267.58753149602205,30,70,1.2,709.1069584644584,24.082877834641984,8.562801007872705
308,341,1,293.32529331365953,25,75,1.5,701.0474510196464,79.19782919468808,41.065541063912335
365,333,7,237.70807382800157,36,80,1.75,594.270184570004,61.80409919528041,35.656211074200236
416,342,7,157.02702790758684,36,75,1.5,392.56756976896713,40.82702725597258,23.554054186138025
219,252,0,282.0670277669742,40,75,2.0,366.68713609706646,7.051675694174356,0.8462010833009226
328,366,0,80.27557004079354,50,80,1.75,104.3582410530316,2.0068892510198384,0.24082671012238063
296,326,11,253.36718166775057,25,80,1.75,349.64671070149575,11.401523175048775,5.067343633355011
272,130,11,236.75403052494906,36,75,2.0,326.72056212442965,10.653931373622708,4.735080610498981
156,458,8,175.0914653533058,50,60,2.0,73.53841544838843,5.953109822012398,1.7509146535330582
194,468,7,201.21142239738762,40,75,1.75,503.02855599346907,52.31496982332078,30.181713359608143
197,292,9,207.34994810512188,36,90,1.2,549.477362478573,18.66149532946097,6.6351983393639005
169,378,8,88.57813456945198,30,80,2.0,37.20281651916983,3.0116565753613673,0.8857813456945198
66,172,11,111.69974858648231,25,80,1.5,154.14565304934558,5.026488686391704,2.2339949717296466
198,119,10,218.59109851051963,30,80,1.2,878.7362160122888,54.64777462762991,72.13506250847148
483,213,10,160.47984245769996,50,75,1.5,645.1289666799538,40.11996061442499,52.95834801104099
236,101,10,295.52912351400596,40,80,1.75,1188.0270765263037,73.88228087850149,97.52461075962196
157,298,2,262.16193575501745,25,80,2.0,201.86469053136344,5.2432387151003494,0.26216193575501745
247,227,0,173.54172651421447,30,70,1.2,225.6042444684788,4.338543162855362,0.5206251795426434
395,479,4,279.8254685565509,50,80,2.0,69.95636713913773,5.036858434017917,0.5596509371131018
367,127,4,103.12130259630865,40,90,1.2,25.780325649077163,1.856183446733556,0.2062426051926173
104,68,4,275.3350941829166,25,90,1.75,68.83377354572914,4.9560316952924985,0.5506701883658331
384,257,1,170.21692642217675,36,90,1.2,406.8184541490025,45.95857013398773,23.830369699104747
478,490,9,61.420912152365766,50,75,1.75,162.76541720376926,5.527882093712918,1.9654691888757045
299,371,10,171.58836943684457,25,80,2.0,689.7852451361151,42.89709235921114,56.62416191415871
346,160,8,188.5737189766424,25,70,1.75,79.20096197018981,6.411506445205842,1.885737189766424
387,460,8,279.5668246665248,36,80,1.5,117.4180663599404,9.505272038661843,2.795668246665248
203,121,1,183.19771837796114,40,90,1.5,437.8425469233271,49.46338396204951,25.647680572914563
169,96,0,134.47618378664896,25,60,1.2,174.81903892264364,3.3619045946662243,0.4034285513599469
444,285,8,68.43154948998027,25,75,1.2,28.741250785791713,2.3266726826593294,0.6843154948998027
126,158,7,130.39364041532644,40,70,2.0,325.9841010383161,33.90234650798487,19.559046062298965
452,446,6,80.24606828335044,25,60,1.2,124.38140583919318,10.431988876835558,8.827067511168549
185,158,10,218.44718633602065,50,75,1.2,878.1576890708029,54.61179658400516,72.08757149088682
191,239,2,256.8366187992998,36,80,1.2,197.76419647546086,5.136732375985996,0.2568366187992998
74,162,7,296.8839144600969,40,70,1.5,742.2097861502423,77.1898177596252,44.53258716901453
498,465,4,290.0573057442558,50,80,1.5,72.51432643606395,5.221031503396605,0.5801146114885116
312,334,7,97.4397691714272,36,70,2.0,243.599422928568,25.334339984571074,14.61596537571408
462,334,9,52.99258264306082,36,60,2.0,140.43034400411116,4.769332437875474,1.6957626445779463
102,381,3,109.18914215221551,40,60,1.5,224.92963283356394,24.021611273487412,13.10269705826586
152,222,7,193.96342180070403,25,75,2.0,484.9085545017601,50.43048966818305,29.0945132701056
438,179,0,67.29235687121702,40,60,2.0,87.48006393258214,1.6823089217804257,0.20187707061365107
157,447,10,121.44847688788641,25,75,1.75,488.2228770893033,30.362119221971604,40.07799737300252
354,313,5,96.34892722758893,36,75,1.2,50.101442158346245,0.48174463613794466,0.19269785445517787
72,74,7,176.94880268883975,50,60,2.0,442.3720067220994,46.00668869909833,26.542320403325963
317,429,5,250.22842805840492,25,80,1.5,130.11878259037056,1.2511421402920246,0.5004568561168098
188,468,6,135.97015657405655,36,90,2.0,210.75374268978766,17.67612035462735,14.95671722314622
251,115,4,163.75250342698746,50,70,1.2,40.938125856746865,2.9475450616857746,0.32750500685397493
240,249,7,295.469941048948,25,70,2.0,738.6748526223699,76.82218467272648,44.3204911573422
172,70,7,55.28848652202266,30,75,1.5,138.22121630505666,14.375006495725891,8.2932729783034
121,376,3,243.97957421615922,50,70,1.75,502.597922885288,53.67550632755503,29.277548905939106
352,393,3,190.59014080814768,50,80,1.5,392.61569006478425,41.92983097779249,22.870816896977722
63,254,8,67.803898591041,50,75,2.0,28.47763740823722,2.3053325520953942,0.67803898591041
404,271,8,144.52689015218436,36,90,2.0,60.70129386391743,4.913914265174268,1.4452689015218436
162,374,2,62.22781129407213,25,90,1.2,47.91541469643554,1.2445562258814427,0.062227811294072136
95,306,7,209.9237272767683,40,70,1.5,524.8093181919207,54.58016909195976,31.488559091515242
113,111,6,154.544573651205,40,75,1.75,239.5440891593678,20.090794574656652,16.99990310163255
342,192,11,181.93116663102302,30,75,1.75,251.06500995081174,8.186902498396035,3.6386233326204604
131,191,11,218.05062928288842,25,60,1.75,300.909868410386,9.812278317729978,4.361012585657768
411,192,9,156.59785326132513,40,80,1.75,414.98431114251156,14.093806793519262,5.011131304362404
480,186,9,183.87894949273584,25,75,1.5,487.27921615574996,16.549105454346225,5.884126383767547
301,389,8,207.65490920864553,50,80,1.5,87.21506186763112,7.060266913093948,2.0765490920864553
281,305,6,111.48388334910646,25,80,1.2,172.800019191115,14.492904835383841,12.263227168401711
190,69,5,293.1365048121562,30,75,1.75,152.43098250232123,1.4656825240607811,0.5862730096243124
273,309,4,97.37519517405198,36,60,1.2,24.343798793512995,1.752753513132936,0.19475039034810396
445,118,7,213.63652176057457,30,60,1.75,534.0913044014364,55.54549565774939,32.045478264086185
410,390,3,67.56168360193146,25,70,1.75,139.17706821997882,14.863570392424922,8.107402032231775
296,364,0,237.7900949539802,50,90,1.5,309.1271234401743,5.944752373849505,0.7133702848619407
429,141,8,125.91265374592851,40,75,1.5,52.88331457328997,4.28103022736157,1.259126537459285
342,125,1,273.83640844007937,25,60,1.2,654.4690161717897,73.93583027882143,38.337097181611114
497,416,9,101.02265817767749,40,80,1.2,267.7100441708453,9.092039235990974,3.2327250616856795
137,119,4,71.39127126001772,50,75,1.5,17.84781781500443,1.285042882680319,0.14278254252003544
244,148,3,127.10526398434864,36,70,1.2,261.8368438077582,27.963158076556702,15.252631678121837
424,272,9,280.5641101772071,25,70,2.0,743.4948919695988,25.250769915948638,8.978051525670628
87,58,9,269.59252912991724,50,75,2.0,714.4202021942807,24.26332762169255,8.626960932157353
249,87,0,220.0429367261781,30,90,1.5,286.0558177440316,5.501073418154453,0.6601288101785343
225,408,9,277.2349191296065,25,60,1.75,734.6725356934572,24.951142721664585,8.871517412147409
411,110,6,102.9748160559694,25,90,1.2,159.61096488675258,13.386726087276022,11.327229766156634
250,109,11,264.1568241928841,36,75,1.5,364.53641738618,11.887057088679782,5.283136483857682
447,286,10,56.456157535398994,40,80,1.75,226.95375329230393,14.114039383849748,18.630531986681667
118,250,4,226.38080049727887,25,75,1.5,56.59520012431972,4.07485440895102,0.45276160099455776
285,320,5,155.6350987315017,30,75,1.5,80.93025134038089,0.7781754936575085,0.3112701974630034
248,200,10,142.9344266700312,40,60,1.2,574.5963952135254,35.7336066675078,47.168360801110296
204,178,7,104.99872949582584,30,75,2.0,262.4968237395646,27.29966966891472,15.749809424373876
297,307,6,295.68353408996416,40,75,1.2,458.30947783944447,38.43885943169534,32.52518874989606
314,171,5,140.864252747329,25,70,2.0,73.24941142861108,0.704321263736645,0.281728505494658
105,217,7,185.5740863920141,50,60,1.75,463.93521598003525,48.249262461923664,27.836112958802115
115,252,5,195.7865364395703,30,75,1.2,101.80899894857657,0.9789326821978516,0.3915730728791406
217,499,8,120.96619554072211,36,80,1.5,50.805802127103284,4.112850648384552,1.2096619554072212
473,264,4,226.65875532034858,25,90,2.0,56.664688830087144,4.079857595766275,0.45331751064069714
181,331,9,270.0409177373666,40,80,1.2,715.6084320040216,24.303682596362993,8.641309367595731
210,294,4,202.87404155539636,40,60,1.5,50.71851038884909,3.651732747997135,0.40574808311079275
418,105,3,77.65270674551098,30,75,2.0,159.96457589575263,17.083595484012417,9.318324809461318
260,458,0,231.96223172010318,25,75,1.2,301.55090123613417,5.79905579300258,0.6958866951603095
101,384,0,230.25428196607155,36,60,1.75,299.33056655589303,5.756357049151789,0.6907628458982147
312,133,4,269.6641348918205,50,80,1.2,67.41603372295512,4.853954428052769,0.539328269783641
415,123,3,110.06634813917319,30,60,1.75,226.73667716669678,24.2145965906181,13.207961776700781
148,136,6,279.1868933432422,40,80,1.2,432.7396846820254,36.29429613462149,30.710558267756642
423,122,9,235.32296760151343,25,60,2.0,623.6058641440105,21.179067084136207,7.53033496324843
460,427,7,124.79086817629712,25,90,2.0,311.97717044074284,32.44562572583725,18.718630226444567
383,263,2,64.58312939686418,30,90,2.0,49.72900963558542,1.2916625879372836,0.06458312939686418
299,446,7,57.21548463637997,25,90,1.2,143.03871159094993,14.876026005458792,8.582322695456995
418,460,9,209.56713152574275,25,75,1.2,555.3528985432183,18.861041837316847,6.706148208823768
123,100,11,131.28116236312277,25,60,1.2,181.16800406110943,5.907652306340525,2.6256232472624554
271,391,6,225.32797461847778,36,60,2.0,349.2583606586406,29.292636700402113,24.786077208032555
209,463,3,295.35494181868694,36,80,2.0,608.4311801464951,64.97808720011113,35.442593018242434
471,401,1,227.74007178615759,40,80,1.2,544.2987715689167,61.48981938226255,31.883610050062064
185,367,11,175.80986147629378,40,60,1.75,242.6176088372854,7.911443766433219,3.5161972295258757
447,81,7,221.82936142287076,25,70,1.2,554.5734035571769,57.6756339699464,33.274404213430614
460,395,1,74.38639036549623,50,80,1.2,177.783472973536,20.084325398683983,10.414094651169473
58,234,1,160.37836998417336,25,80,1.5,383.30430426217436,43.30215989572681,22.452971797784272
274,438,10,208.05514324782072,30,90,2.0,836.3816758562392,52.01378581195518,68.65819727178084
223,278,8,137.57561559579057,50,80,1.2,57.781758550232034,4.67757093025688,1.3757561559579057
212,90,10,217.05144323558687,50,75,1.75,872.5468018070592,54.26286080889672,71.62697626774367
430,449,3,250.0831069331879,50,60,1.5,515.1712002823671,55.01828352530134,30.009972831982548
318,275,5,170.3693820805733,36,60,1.2,88.59207868189812,0.8518469104028665,0.3407387641611466
67,117,9,138.00331918098536,36,80,2.0,365.7087958296112,12.420298726288681,4.416106213791531
314,223,2,74.75155653491231,25,75,1.2,57.55869853188248,1.4950311306982462,0.0747515565349123
135,410,5,292.21588968844094,25,70,1.2,151.9522626379893,1.4610794484422047,0.5844317793768818
66,173,8,285.826958696603,25,60,2.0,120.04732265257326,9.718116595684503,2.8582695869660304
273,116,10,239.05638396621126,25,70,1.5,961.0066635441691,59.764095991552814,78.88860670884972
431,344,6,266.00132887813544,25,60,2.0,412.30205976110994,34.58017275415761,29.260146176594898
58,210,1,120.74174865633687,36,80,1.2,288.5727792886451,32.60027213721096,16.90384481188716
74,438,4,220.30191319217184,40,70,2.0,55.07547829804296,3.9654344374590935,0.4406038263843437
364,276,4,281.8445251123512,30,80,1.5,70.4611312780878,5.073201452022323,0.5636890502247025
152,334,6,85.76546294400481,25,60,2.0,132.93646756320746,11.149510182720626,9.43420092384053
414,165,6,144.39508170064715,36,60,2.0,223.8123766360031,18.77136062108413,15.883458987071187
306,329,9,222.85515315979606,40,60,1.75,590.5661558734596,20.056963784381644,7.131364901113474
246,421,2,74.91295346833186,50,70,2.0,57.68297417061554,1.4982590693666373,0.07491295346833186
356,156,1,195.50602134139888,36,80,1.5,467.2593910059433,52.7866257621777,27.370842987795847
477,399,2,230.31137043498887,50,80,2.0,177.33975523494144,4.606227408699778,0.23031137043498887
90,351,9,173.89141641481842,40,60,1.5,460.8122534992688,15.650227477333658,5.5645253252741895
396,128,2,112.64138532165035,40,70,2.0,86.73386669767076,2.252827706433007,0.11264138532165036
169,433,2,274.7355906746948,36,80,1.75,211.54640481951498,5.494711813493896,0.2747355906746948
86,129,2,104.54502649764898,50,80,1.2,80.49967040318971,2.0909005299529797,0.10454502649764898
139,246,1,251.27304679544812,36,80,1.75,600.5425818411211,67.843722634771,35.17822655136274
380,285,10,245.8921755236501,50,60,1.5,988.4865456050734,61.47304388091253,81.14441792280454
390,64,4,166.55649926261833,30,70,1.2,41.63912481565458,2.9980169867271305,0.3331129985252367
330,388,8,180.37107602793006,40,90,2.0,75.75585193173062,6.132616584949623,1.8037107602793006
333,406,10,211.71868636123003,36,75,1.2,851.1091191721446,52.92967159030751,69.86716649920591
154,386,5,292.50067582412316,50,70,1.75,152.10035142854406,1.462503379120616,0.5850013516482463
387,175,4,114.93499995151741,30,75,1.5,28.733749987879353,2.068829999127314,0.22986999990303483
264,295,5,278.12114996626207,50,80,1.75,144.62299798245627,1.3906057498313105,0.5562422999325242
328,458,7,261.15485000953356,30,80,1.5,652.887125023834,67.90026100247873,39.173227501430034
487,351,11,66.81479028368,50,90,1.75,92.20441059147839,3.0066655627656,1.3362958056736
430,464,0,246.4910992538049,50,90,2.0,320.43842902994635,6.162277481345122,0.7394732977614147
309,88,0,234.05260315156903,25,70,2.0,304.26838409703976,5.851315078789226,0.7021578094547071
359,308,5,137.0405025202814,36,60,1.2,71.26106131054632,0.685202512601407,0.2740810050405628
416,399,2,156.69804555378948,50,80,1.2,120.6574950764179,3.1339609110757896,0.1566980455537895
301,208,3,82.61553669473524,36,75,1.2,170.1880055911546,18.175418072841754,9.913864403368228
83,371,6,164.96911763215425,25,75,2.0,255.7021323298391,21.445985292180055,18.14660293953697
64,99,8,167.97968593146703,50,70,1.5,70.55146809121615,5.711309321669879,1.6797968593146704
126,177,11,109.174296766299,25,70,1.5,150.6605295374926,4.912843354483455,2.18348593532598
396,434,1,254.91299088209578,40,90,1.75,609.242048208209,68.82650753816587,35.687818723493415
332,320,2,67.97201292962893,30,60,1.2,52.338449955814276,1.3594402585925787,0.06797201292962893
144,140,2,196.23521846937115,30,70,1.75,151.1011182214158,3.924704369387423,0.19623521846937114
248,57,1,247.72216667453392,50,90,1.5,592.0559783521361,66.88498500212417,34.68110333443475
485,383,10,213.95662062081567,30,70,1.75,860.1056148956789,53.48915515520392,70.60568480486917
344,65,8,166.66380888712092,40,90,2.0,69.99879973259078,5.666569502162112,1.6666380888712093
290,311,4,297.8857024270968,30,70,1.5,74.4714256067742,5.361942643687743,0.5957714048541937
139,104,3,104.11810888956126,36,75,1.75,214.4833043124962,22.905983955703476,12.49417306674735
340,96,7,173.22781980935554,36,75,1.2,433.06954952338884,45.039233150432445,25.98417297140333
50,290,2,246.1089988041921,50,70,1.5,189.50392907922793,4.922179976083842,0.24610899880419213
